"sysdate","variable","municipio","value"
2022-01-19,"diesel","Zapopan",22.0012068965517
2022-01-20,"diesel","Zapopan",22.0122413793103
2022-01-21,"diesel","Zapopan",22.0229310344828
2022-01-22,"diesel","Zapopan",22.0279310344828
2022-01-23,"diesel","Zapopan",22.0289655172414
2022-01-24,"diesel","Zapopan",22.0289655172414
2022-01-25,"diesel","Zapopan",22.0289655172414
2022-01-26,"diesel","Zapopan",22.0539655172414
2022-01-27,"diesel","Zapopan",22.0541379310345
2022-01-28,"diesel","Zapopan",22.061724137931
2022-01-29,"diesel","Zapopan",22.0710344827586
2022-01-30,"diesel","Zapopan",22.0762068965517
2022-01-31,"diesel","Zapopan",22.0744827586207
2022-02-01,"diesel","Zapopan",22.0744827586207
2022-02-02,"diesel","Zapopan",22.1041379310345
2022-01-01,"premium","Zapopan",23.1925225225225
2022-01-02,"premium","Zapopan",23.2095495495495
2022-01-03,"premium","Zapopan",23.2102702702703
2022-01-04,"premium","Zapopan",23.2326126126126
2022-01-05,"premium","Zapopan",23.2481081081081
2022-01-06,"premium","Zapopan",23.2995495495495
2022-01-07,"premium","Zapopan",23.3083783783784
2022-01-08,"premium","Zapopan",23.3227927927928
2022-01-09,"premium","Zapopan",23.3292792792793
2022-01-10,"premium","Zapopan",23.3373873873874
2022-01-11,"premium","Zapopan",23.3382882882883
2022-01-12,"premium","Zapopan",23.3463963963964
2022-01-13,"premium","Zapopan",23.350990990991
2022-01-14,"premium","Zapopan",23.37
2022-01-15,"premium","Zapopan",23.4382882882883
2022-01-16,"premium","Zapopan",23.4328828828829
2022-01-17,"premium","Zapopan",23.4333333333333
2022-01-18,"premium","Zapopan",23.4362162162162
2022-01-19,"premium","Zapopan",23.4383783783784
2022-01-20,"premium","Zapopan",23.3811711711712
2022-01-21,"premium","Zapopan",23.3984684684685
2022-01-22,"premium","Zapopan",23.4007207207207
2022-01-23,"premium","Zapopan",23.4044144144144
2022-01-24,"premium","Zapopan",23.4062162162162
2022-01-25,"premium","Zapopan",23.4253153153153
2022-01-26,"premium","Zapopan",23.4313513513514
2022-01-27,"premium","Zapopan",23.4363063063063
2022-01-28,"premium","Zapopan",23.4356756756757
2022-01-29,"premium","Zapopan",23.4473873873874
2022-01-30,"premium","Zapopan",23.4496396396396
2022-01-31,"premium","Zapopan",23.4487387387387
2022-02-01,"premium","Zapopan",23.4493693693694
2022-02-02,"premium","Zapopan",23.4601801801802
2022-01-01,"regular","Zapopan",21.0064864864865
2022-01-02,"regular","Zapopan",21.0158558558559
2022-01-03,"regular","Zapopan",21.0141441441441
2022-01-04,"regular","Zapopan",21.027027027027
2022-01-05,"regular","Zapopan",21.0442342342342
2022-01-06,"regular","Zapopan",21.1037837837838
2022-01-07,"regular","Zapopan",21.0835135135135
2022-01-08,"regular","Zapopan",21.0995495495496
2022-01-09,"regular","Zapopan",21.094954954955
2022-01-10,"regular","Zapopan",21.0977477477477
2022-01-11,"regular","Zapopan",21.0977477477477
2022-01-12,"regular","Zapopan",21.0985585585586
2022-01-13,"regular","Zapopan",21.0721621621622
2022-01-14,"regular","Zapopan",21.0942342342342
2022-01-15,"regular","Zapopan",21.101981981982
2022-01-16,"regular","Zapopan",21.0937837837838
2022-01-17,"regular","Zapopan",21.0848648648649
2022-01-18,"regular","Zapopan",21.0988288288288
2022-01-19,"regular","Zapopan",21.0969369369369
2022-01-20,"regular","Zapopan",21.1026126126126
2022-01-21,"regular","Zapopan",21.1125225225225
2022-01-22,"regular","Zapopan",21.1110810810811
2022-01-23,"regular","Zapopan",21.1175675675676
2022-01-24,"regular","Zapopan",21.105045045045
2022-01-25,"regular","Zapopan",21.1237837837838
2022-01-26,"regular","Zapopan",21.128018018018
2022-01-27,"regular","Zapopan",21.139009009009
2022-01-28,"regular","Zapopan",21.1357657657658
2022-01-29,"regular","Zapopan",21.1426126126126
2022-01-30,"regular","Zapopan",21.1431531531532
2022-01-31,"regular","Zapopan",21.1322522522523
2022-02-01,"regular","Zapopan",21.1448648648649
2022-02-02,"regular","Zapopan",21.1565765765766
