cve_ent,entidad,fecha,org,vivienda,creditos,monto,lcreditos,lmonto
10,Durango,01/03/2021,FONHAPO,Nueva,,,,
10,Durango,01/03/2021,FOVISSSTE,Nueva,31,23311947.71,18,11018881
10,Durango,01/03/2021,INFONAVIT,Nueva,324,140819372.5792736,320,136941136
10,Durango,01/03/2021,ISSFAM,Nueva,,,,
10,Durango,01/03/2021,SHF,Nueva,,,2,0
10,Durango,01/03/2021,BANCA,Usada,63,88391314,59,73302536
10,Durango,01/03/2021,BANJERCITO,Usada,,,1,1550000
10,Durango,01/03/2021,CFE,Usada,,,,
10,Durango,01/03/2021,CONAVI,Usada,,,,
10,Durango,01/03/2021,FONHAPO,Usada,,,,
10,Durango,01/03/2021,FOVISSSTE,Usada,68,41998376.98,31,18457618
10,Durango,01/03/2021,INFONAVIT,Usada,275,117557679.014944,331,138047408
10,Durango,01/03/2021,ISSFAM,Usada,,,,
10,Durango,01/03/2021,SHF,Usada,,,22,0
10,Durango,01/04/2021,BANCA,Nueva,14,19206974,16,14092143
10,Durango,01/04/2021,BANJERCITO,Nueva,,,,
10,Durango,01/04/2021,CFE,Nueva,,,,
10,Durango,01/04/2021,CONAVI,Nueva,,,,
10,Durango,01/04/2021,FONHAPO,Nueva,,,,
10,Durango,01/04/2021,FOVISSSTE,Nueva,43,32281246.55,25,16915740
10,Durango,01/04/2021,INFONAVIT,Nueva,363,158194727.4060384,226,91423776
10,Durango,01/04/2021,ISSFAM,Nueva,,,,
10,Durango,01/04/2021,SHF,Nueva,,,,
10,Durango,01/04/2021,BANCA,Usada,71,72943060,64,82294456
10,Durango,01/04/2021,BANJERCITO,Usada,,,,
10,Durango,01/04/2021,CFE,Usada,,,,
10,Durango,01/04/2021,CONAVI,Usada,,,,
10,Durango,01/04/2021,FONHAPO,Usada,,,,
10,Durango,01/04/2021,FOVISSSTE,Usada,45,30287653.01,26,15137971
10,Durango,01/04/2021,INFONAVIT,Usada,258,114102791.7647232,220,87177656
10,Durango,01/04/2021,ISSFAM,Usada,,,,
10,Durango,01/04/2021,SHF,Usada,,,22,0
10,Durango,01/05/2021,BANCA,Nueva,17,33986950,12,9873792
10,Durango,01/05/2021,BANJERCITO,Nueva,,,,
10,Durango,01/05/2021,CFE,Nueva,,,,
10,Durango,01/05/2021,CONAVI,Nueva,,,,
10,Durango,01/05/2021,FONHAPO,Nueva,,,,
10,Durango,01/05/2021,FOVISSSTE,Nueva,57,44700841.95,14,9020589
10,Durango,01/05/2021,INFONAVIT,Nueva,345,147147914.0869856,265,108270384
10,Durango,01/05/2021,ISSFAM,Nueva,,,,
10,Durango,01/05/2021,SHF,Nueva,,,,
10,Durango,01/05/2021,BANCA,Usada,55,72581950,42,49780128
10,Durango,01/05/2021,BANJERCITO,Usada,,,2,1521000
10,Durango,01/05/2021,CFE,Usada,,,,
10,Durango,01/05/2021,CONAVI,Usada,,,,
10,Durango,01/05/2021,FONHAPO,Usada,,,,
10,Durango,01/05/2021,FOVISSSTE,Usada,57,40358491.11,22,13396554
10,Durango,01/05/2021,INFONAVIT,Usada,169,74373040.07261761,200,82997960
10,Durango,01/05/2021,ISSFAM,Usada,,,,
10,Durango,01/05/2021,SHF,Usada,,,,
10,Durango,01/06/2021,BANCA,Nueva,34,57514579,15,16115259
10,Durango,01/06/2021,BANJERCITO,Nueva,1,482618.79,,
10,Durango,01/06/2021,CFE,Nueva,,,,
10,Durango,01/06/2021,CONAVI,Nueva,,,,
10,Durango,01/06/2021,FONHAPO,Nueva,,,,
10,Durango,01/06/2021,FOVISSSTE,Nueva,73,58198986.87,33,24142126
10,Durango,01/06/2021,INFONAVIT,Nueva,279,125942275.8963456,388,156964576
10,Durango,01/06/2021,ISSFAM,Nueva,,,,
10,Durango,01/06/2021,SHF,Nueva,,,,
10,Durango,01/06/2021,BANCA,Usada,35,48187324,40,49565056
10,Durango,01/06/2021,BANJERCITO,Usada,,,,
10,Durango,01/06/2021,CFE,Usada,,,,
10,Durango,01/06/2021,CONAVI,Usada,,,,
10,Durango,01/06/2021,FONHAPO,Usada,,,,
10,Durango,01/06/2021,FOVISSSTE,Usada,48,27001860.99,65,40407800
10,Durango,01/06/2021,INFONAVIT,Usada,278,125972610.1729696,280,114466184
10,Durango,01/06/2021,ISSFAM,Usada,,,,
10,Durango,01/06/2021,SHF,Usada,,,,
10,Durango,01/07/2021,BANCA,Nueva,18,27385032,10,11489738
10,Durango,01/07/2021,BANJERCITO,Nueva,,,1,2356469.5
10,Durango,01/07/2021,CFE,Nueva,,,,
10,Durango,01/07/2021,CONAVI,Nueva,,,,
10,Durango,01/07/2021,FONHAPO,Nueva,,,,
10,Durango,01/07/2021,FOVISSSTE,Nueva,46,35486364.35,52,38106868
10,Durango,01/07/2021,INFONAVIT,Nueva,321,153756911.7381952,295,119172112
10,Durango,01/07/2021,ISSFAM,Nueva,,,,
10,Durango,01/07/2021,SHF,Nueva,,,,
10,Durango,01/07/2021,BANCA,Usada,66,81401293,28,35442400
10,Durango,01/07/2021,BANJERCITO,Usada,,,,
10,Durango,01/07/2021,CFE,Usada,,,,
10,Durango,01/07/2021,CONAVI,Usada,,,,
10,Durango,01/07/2021,FONHAPO,Usada,,,,
10,Durango,01/07/2021,FOVISSSTE,Usada,33,19916333.7,74,44688256
10,Durango,01/07/2021,INFONAVIT,Usada,238,113891199.3224736,177,77370760
10,Durango,01/07/2021,ISSFAM,Usada,,,,
10,Durango,01/07/2021,SHF,Usada,,,,
10,Durango,01/08/2021,BANCA,Nueva,24,34191595,11,7282000
10,Durango,01/08/2021,BANJERCITO,Nueva,,,,
10,Durango,01/08/2021,CFE,Nueva,,,,
10,Durango,01/08/2021,CONAVI,Nueva,,,,
10,Durango,01/08/2021,FONHAPO,Nueva,,,,
10,Durango,01/08/2021,FOVISSSTE,Nueva,54,37592767.25,66,46659476
10,Durango,01/08/2021,INFONAVIT,Nueva,236,109907038.1885088,318,126626648
10,Durango,01/08/2021,ISSFAM,Nueva,,,,
10,Durango,01/08/2021,SHF,Nueva,,,,
10,Durango,01/08/2021,BANCA,Usada,81,87456720,43,46162836
10,Durango,01/08/2021,BANJERCITO,Usada,,,,
10,Durango,01/08/2021,CFE,Usada,,,,
10,Durango,01/08/2021,CONAVI,Usada,,,,
10,Durango,01/08/2021,FONHAPO,Usada,,,,
10,Durango,01/08/2021,FOVISSSTE,Usada,43,27638941.16,49,28835568
10,Durango,01/08/2021,INFONAVIT,Usada,172,80830860.4995328,279,113558184
10,Durango,01/08/2021,ISSFAM,Usada,,,,
10,Durango,01/08/2021,SHF,Usada,,,,
10,Durango,01/09/2021,BANCA,Nueva,25,24498316,20,19245696
10,Durango,01/09/2021,BANJERCITO,Nueva,,,,
10,Durango,01/09/2021,CFE,Nueva,,,,
10,Durango,01/09/2021,CONAVI,Nueva,,,,
10,Durango,01/09/2021,FONHAPO,Nueva,,,,
10,Durango,01/09/2021,FOVISSSTE,Nueva,37,27294339.55,60,41964844
10,Durango,01/09/2021,INFONAVIT,Nueva,233,103869932.810992,332,139567952
10,Durango,01/09/2021,ISSFAM,Nueva,,,,
10,Durango,01/09/2021,SHF,Nueva,,,,
10,Durango,01/09/2021,BANCA,Usada,62,69748570,54,88253088
10,Durango,01/09/2021,BANJERCITO,Usada,,,,
10,Durango,01/09/2021,CFE,Usada,,,,
10,Durango,01/09/2021,CONAVI,Usada,,,,
10,Durango,01/09/2021,FONHAPO,Usada,,,,
10,Durango,01/09/2021,FOVISSSTE,Usada,45,31393009.7,49,33366430
10,Durango,01/09/2021,INFONAVIT,Usada,182,94134776.39496639,237,98271712
10,Durango,01/09/2021,ISSFAM,Usada,,,,
10,Durango,01/09/2021,SHF,Usada,,,,
10,Durango,01/10/2021,BANCA,Nueva,26,34950724,27,37277596
10,Durango,01/10/2021,BANJERCITO,Nueva,,,,
10,Durango,01/10/2021,CFE,Nueva,,,,
10,Durango,01/10/2021,CONAVI,Nueva,,,,
10,Durango,01/10/2021,FONHAPO,Nueva,,,,
10,Durango,01/10/2021,FOVISSSTE,Nueva,23,14875179.66,51,32693544
10,Durango,01/10/2021,INFONAVIT,Nueva,253,118930750.265552,350,146962608
10,Durango,01/10/2021,ISSFAM,Nueva,,,,
10,Durango,01/10/2021,SHF,Nueva,,,,
10,Durango,01/10/2021,BANCA,Usada,55,72275795,61,59075480
10,Durango,01/10/2021,BANJERCITO,Usada,,,,
10,Durango,01/10/2021,CFE,Usada,,,,
10,Durango,01/10/2021,CONAVI,Usada,,,,
10,Durango,01/10/2021,FONHAPO,Usada,,,,
10,Durango,01/10/2021,FOVISSSTE,Usada,34,18341330.13,57,32711194
10,Durango,01/10/2021,INFONAVIT,Usada,201,88269967.62497599,180,78416216
10,Durango,01/10/2021,ISSFAM,Usada,,,,
10,Durango,01/10/2021,SHF,Usada,,,,
10,Durango,01/11/2021,BANCA,Nueva,25,25210628,14,11737584
10,Durango,01/11/2021,BANJERCITO,Nueva,,,,
10,Durango,01/11/2021,CFE,Nueva,,,,
10,Durango,01/11/2021,CONAVI,Nueva,,,,
10,Durango,01/11/2021,FONHAPO,Nueva,,,,
10,Durango,01/11/2021,FOVISSSTE,Nueva,30,18290420.13,52,32503860
10,Durango,01/11/2021,INFONAVIT,Nueva,237,100049315.5505888,313,126750704
10,Durango,01/11/2021,ISSFAM,Nueva,,,,
10,Durango,01/11/2021,SHF,Nueva,,,,
10,Durango,01/11/2021,BANCA,Usada,63,92572589,40,48873184
10,Durango,01/11/2021,BANJERCITO,Usada,,,,
10,Durango,01/11/2021,CFE,Usada,,,,
10,Durango,01/11/2021,CONAVI,Usada,,,,
10,Durango,01/11/2021,FONHAPO,Usada,,,,
10,Durango,01/11/2021,FOVISSSTE,Usada,17,9565677.550000001,27,18038354
10,Durango,01/11/2021,INFONAVIT,Usada,202,96277472.65800001,238,102369480
10,Durango,01/11/2021,ISSFAM,Usada,,,,
10,Durango,01/11/2021,SHF,Usada,,,,
10,Durango,01/12/2021,BANCA,Nueva,37,45006526,20,24956680
10,Durango,01/12/2021,BANJERCITO,Nueva,,,1,413100
10,Durango,01/12/2021,CFE,Nueva,,,,
10,Durango,01/12/2021,CONAVI,Nueva,,,,
10,Durango,01/12/2021,FONHAPO,Nueva,,,,
10,Durango,01/12/2021,FOVISSSTE,Nueva,26,16684086.95,29,17744878
10,Durango,01/12/2021,INFONAVIT,Nueva,343,156847449.541184,469,199646032
10,Durango,01/12/2021,ISSFAM,Nueva,,,,
10,Durango,01/12/2021,SHF,Nueva,,,,
10,Durango,01/12/2021,BANCA,Usada,86,112383200,87,87506024
10,Durango,01/12/2021,BANJERCITO,Usada,,,,
10,Durango,01/12/2021,CFE,Usada,,,,
10,Durango,01/12/2021,CONAVI,Usada,,,,
10,Durango,01/12/2021,FONHAPO,Usada,,,,
10,Durango,01/12/2021,FOVISSSTE,Usada,9,4051081.62,24,10860405
10,Durango,01/12/2021,INFONAVIT,Usada,243,119548268.6524992,307,127504344
10,Durango,01/12/2021,ISSFAM,Usada,,,,
10,Durango,01/12/2021,SHF,Usada,,,,
10,Durango,01/01/2022,BANCA,Nueva,16,22484918,9,12584982
10,Durango,01/01/2022,BANJERCITO,Nueva,,,,
10,Durango,01/01/2022,CFE,Nueva,,,,
10,Durango,01/01/2022,CONAVI,Nueva,,,,
10,Durango,01/01/2022,FONHAPO,Nueva,,,,
10,Durango,01/01/2022,FOVISSSTE,Nueva,17,9539414.140000001,11,10150631
10,Durango,01/01/2022,INFONAVIT,Nueva,118,56792494.9619968,137,64847028
10,Durango,01/01/2022,ISSFAM,Nueva,,,,
10,Durango,01/01/2022,SHF,Nueva,,,,
10,Durango,01/01/2022,BANCA,Usada,71,79866129,36,37541984
10,Durango,01/01/2022,BANJERCITO,Usada,,,,
10,Durango,01/01/2022,CFE,Usada,,,,
10,Durango,01/01/2022,CONAVI,Usada,,,,
10,Durango,01/01/2022,FONHAPO,Usada,,,,
10,Durango,01/01/2022,FOVISSSTE,Usada,18,8811410.67,20,11718096
10,Durango,01/01/2022,INFONAVIT,Usada,109,51708765.989712,155,72359088
10,Durango,01/01/2022,ISSFAM,Usada,,,,
10,Durango,01/01/2022,SHF,Usada,,,,
10,Durango,01/02/2022,BANCA,Nueva,17,28839125,16,12100029
10,Durango,01/02/2022,BANJERCITO,Nueva,,,,
10,Durango,01/02/2022,CFE,Nueva,,,,
10,Durango,01/02/2022,CONAVI,Nueva,,,,
10,Durango,01/02/2022,FONHAPO,Nueva,,,,
10,Durango,01/02/2022,FOVISSSTE,Nueva,7,1859732.72,10,5803554
10,Durango,01/02/2022,INFONAVIT,Nueva,211,101733790.9233504,215,84929272
10,Durango,01/02/2022,ISSFAM,Nueva,,,,
10,Durango,01/02/2022,SHF,Nueva,,,,
10,Durango,01/02/2022,BANCA,Usada,57,64290107,41,56738456
10,Durango,01/02/2022,BANJERCITO,Usada,1,381600,,
10,Durango,01/02/2022,CFE,Usada,,,,
10,Durango,01/02/2022,CONAVI,Usada,,,,
10,Durango,01/02/2022,FONHAPO,Usada,,,,
10,Durango,01/02/2022,FOVISSSTE,Usada,11,4820887.07,26,13283320
10,Durango,01/02/2022,INFONAVIT,Usada,188,95015259.212512,278,115022848
10,Durango,01/02/2022,ISSFAM,Usada,,,,
10,Durango,01/02/2022,SHF,Usada,,,,
10,Durango,01/03/2022,BANCA,Nueva,22,26652737,11,12955631
10,Durango,01/03/2022,BANJERCITO,Nueva,2,1500000,,
10,Durango,01/03/2022,CFE,Nueva,,,,
10,Durango,01/03/2022,CONAVI,Nueva,,,,
10,Durango,01/03/2022,FONHAPO,Nueva,,,,
10,Durango,01/03/2022,FOVISSSTE,Nueva,9,3406074.14,31,23311948
10,Durango,01/03/2022,INFONAVIT,Nueva,213,104505705.934624,324,140819376
10,Durango,01/03/2022,ISSFAM,Nueva,,,,
10,Durango,01/03/2022,SHF,Nueva,,,,
10,Durango,01/03/2022,BANCA,Usada,74,98081725,63,88391312
10,Durango,01/03/2022,BANJERCITO,Usada,,,,
10,Durango,01/03/2022,CFE,Usada,,,,
10,Durango,01/03/2022,CONAVI,Usada,,,,
10,Durango,01/03/2022,FONHAPO,Usada,,,,
10,Durango,01/03/2022,FOVISSSTE,Usada,43,24754618.13,68,41998376
10,Durango,01/03/2022,INFONAVIT,Usada,249,123197304.6700544,275,117557680
10,Durango,01/03/2022,ISSFAM,Usada,,,,
10,Durango,01/03/2022,SHF,Usada,,,,
10,Durango,01/04/2022,BANCA,Nueva,20,22285249,14,19206974
10,Durango,01/04/2022,BANJERCITO,Nueva,2,1241000,,
10,Durango,01/04/2022,CFE,Nueva,,,,
10,Durango,01/04/2022,CONAVI,Nueva,,,,
10,Durango,01/04/2022,FONHAPO,Nueva,,,,
10,Durango,01/04/2022,FOVISSSTE,Nueva,17,12524104.83,43,32281246
10,Durango,01/04/2022,INFONAVIT,Nueva,224,112147180.071072,363,158194720
10,Durango,01/04/2022,ISSFAM,Nueva,,,,
10,Durango,01/04/2022,SHF,Nueva,,,,
10,Durango,01/04/2022,BANCA,Usada,73,88554645,71,72943056
10,Durango,01/04/2022,BANJERCITO,Usada,,,,
10,Durango,01/04/2022,CFE,Usada,,,,
10,Durango,01/04/2022,CONAVI,Usada,,,,
10,Durango,01/04/2022,FONHAPO,Usada,,,,
10,Durango,01/04/2022,FOVISSSTE,Usada,78,48612664.99,45,30287654
10,Durango,01/04/2022,INFONAVIT,Usada,214,103856896.5930944,258,114102792
10,Durango,01/04/2022,ISSFAM,Usada,,,,
10,Durango,01/04/2022,SHF,Usada,,,,
10,Durango,01/05/2022,BANCA,Nueva,19,22365674,17,33986952
10,Durango,01/05/2022,BANJERCITO,Nueva,,,,
10,Durango,01/05/2022,CFE,Nueva,,,,
10,Durango,01/05/2022,CONAVI,Nueva,,,,
10,Durango,01/05/2022,FONHAPO,Nueva,,,,
10,Durango,01/05/2022,FOVISSSTE,Nueva,34,19167132.24,57,44700840
10,Durango,01/05/2022,INFONAVIT,Nueva,231,106238698.5892064,345,147147920
10,Durango,01/05/2022,ISSFAM,Nueva,,,,
10,Durango,01/05/2022,SHF,Nueva,,,,
10,Durango,01/05/2022,BANCA,Usada,68,86999817,55,72581952
10,Durango,01/05/2022,BANJERCITO,Usada,,,,
10,Durango,01/05/2022,CFE,Usada,,,,
10,Durango,01/05/2022,CONAVI,Usada,,,,
10,Durango,01/05/2022,FONHAPO,Usada,,,,
10,Durango,01/05/2022,FOVISSSTE,Usada,94,63287121.48,57,40358492
10,Durango,01/05/2022,INFONAVIT,Usada,156,79067721.6255392,169,74373040
10,Durango,01/05/2022,ISSFAM,Usada,,,,
10,Durango,01/05/2022,SHF,Usada,,,,
10,Durango,01/06/2022,BANCA,Nueva,18,28551753,34,57514580
10,Durango,01/06/2022,BANJERCITO,Nueva,,,1,482618.78
10,Durango,01/06/2022,CFE,Nueva,,,,
10,Durango,01/06/2022,CONAVI,Nueva,,,,
10,Durango,01/06/2022,FONHAPO,Nueva,,,,
10,Durango,01/06/2022,FOVISSSTE,Nueva,67,54984452.32,73,58198988
10,Durango,01/06/2022,INFONAVIT,Nueva,231,119581574.6702176,279,125942272
10,Durango,01/06/2022,ISSFAM,Nueva,,,,
10,Durango,01/06/2022,SHF,Nueva,,,,
10,Durango,01/06/2022,BANCA,Usada,59,70541837,35,48187324
10,Durango,01/06/2022,BANJERCITO,Usada,,,,
10,Durango,01/06/2022,CFE,Usada,,,,
10,Durango,01/06/2022,CONAVI,Usada,,,,
10,Durango,01/06/2022,FONHAPO,Usada,,,,
10,Durango,01/06/2022,FOVISSSTE,Usada,41,28364764.69,48,27001860
10,Durango,01/06/2022,INFONAVIT,Usada,119,59382271.7141408,278,125972608
10,Durango,01/06/2022,ISSFAM,Usada,,,,
10,Durango,01/06/2022,SHF,Usada,,,,
10,Durango,01/07/2022,BANCA,Nueva,26,27988069,18,27385032
10,Durango,01/07/2022,BANJERCITO,Nueva,,,,
10,Durango,01/07/2022,CFE,Nueva,,,,
10,Durango,01/07/2022,CONAVI,Nueva,,,,
10,Durango,01/07/2022,FONHAPO,Nueva,,,,
10,Durango,01/07/2022,FOVISSSTE,Nueva,56,39819124.24,46,35486364
10,Durango,01/07/2022,INFONAVIT,Nueva,221,112383909.6888608,321,153756912
10,Durango,01/07/2022,ISSFAM,Nueva,,,,
10,Durango,01/07/2022,SHF,Nueva,,,,
10,Durango,01/07/2022,BANCA,Usada,56,70320078,66,81401296
10,Durango,01/07/2022,BANJERCITO,Usada,,,,
10,Durango,01/07/2022,CFE,Usada,,,,
10,Durango,01/07/2022,CONAVI,Usada,,,,
10,Durango,01/07/2022,FONHAPO,Usada,,,,
10,Durango,01/07/2022,FOVISSSTE,Usada,48,28698239.38,33,19916334
10,Durango,01/07/2022,INFONAVIT,Usada,201,98675055.8447168,238,113891200
10,Durango,01/07/2022,ISSFAM,Usada,,,,
10,Durango,01/07/2022,SHF,Usada,,,,
10,Durango,01/08/2022,BANCA,Nueva,21,27978706,24,34191596
10,Durango,01/08/2022,BANJERCITO,Nueva,,,,
10,Durango,01/08/2022,CFE,Nueva,,,,
10,Durango,01/08/2022,CONAVI,Nueva,,,,
10,Durango,01/08/2022,FONHAPO,Nueva,,,,
10,Durango,01/08/2022,FOVISSSTE,Nueva,38,25871503.12,54,37592768
10,Durango,01/08/2022,INFONAVIT,Nueva,240,125073289.253552,236,109907040
10,Durango,01/08/2022,ISSFAM,Nueva,,,,
10,Durango,01/08/2022,SHF,Nueva,,,,
10,Durango,01/08/2022,BANCA,Usada,62,81445431,81,87456720
10,Durango,01/08/2022,BANJERCITO,Usada,,,,
10,Durango,01/08/2022,CFE,Usada,,,,
10,Durango,01/08/2022,CONAVI,Usada,,,,
10,Durango,01/08/2022,FONHAPO,Usada,,,,
10,Durango,01/08/2022,FOVISSSTE,Usada,30,18139850.08,43,27638942
10,Durango,01/08/2022,INFONAVIT,Usada,219,116960635.7746272,172,80830864
10,Durango,01/08/2022,ISSFAM,Usada,,,,
10,Durango,01/08/2022,SHF,Usada,,,,
10,Durango,01/09/2022,BANCA,Nueva,19,32878179,25,24498316
10,Durango,01/09/2022,BANJERCITO,Nueva,,,,
10,Durango,01/09/2022,CFE,Nueva,,,,
10,Durango,01/09/2022,CONAVI,Nueva,,,,
10,Durango,01/09/2022,FONHAPO,Nueva,,,,
10,Durango,01/09/2022,FOVISSSTE,Nueva,28,20246805.75,37,27294340
10,Durango,01/09/2022,INFONAVIT,Nueva,252,131418791.6886304,233,103869936
10,Durango,01/09/2022,ISSFAM,Nueva,,,,
10,Durango,01/09/2022,SHF,Nueva,,,,
10,Durango,01/09/2022,BANCA,Usada,47,60887333,62,69748568
10,Durango,01/09/2022,BANJERCITO,Usada,,,,
10,Durango,01/09/2022,CFE,Usada,,,,
10,Durango,01/09/2022,CONAVI,Usada,,,,
10,Durango,01/09/2022,FONHAPO,Usada,,,,
10,Durango,01/09/2022,FOVISSSTE,Usada,16,9199951.560000001,45,31393010
10,Durango,01/09/2022,INFONAVIT,Usada,238,117568574.4525056,182,94134776
10,Durango,01/09/2022,ISSFAM,Usada,,,,
10,Durango,01/09/2022,SHF,Usada,,,,
10,Durango,01/10/2022,BANCA,Nueva,23,44626035,26,34950724
10,Durango,01/10/2022,BANJERCITO,Nueva,1,696189.3,,
10,Durango,01/10/2022,CFE,Nueva,,,,
10,Durango,01/10/2022,CONAVI,Nueva,,,,
10,Durango,01/10/2022,FONHAPO,Nueva,,,,
10,Durango,01/10/2022,FOVISSSTE,Nueva,21,13151989.22,23,14875180
10,Durango,01/10/2022,INFONAVIT,Nueva,255,129419148.8780832,253,118930752
10,Durango,01/10/2022,ISSFAM,Nueva,,,,
10,Durango,01/10/2022,SHF,Nueva,,,,
10,Durango,01/10/2022,BANCA,Usada,52,96798905,55,72275792
10,Durango,01/10/2022,BANJERCITO,Usada,2,2050000,,
10,Durango,01/10/2022,CFE,Usada,,,,
10,Durango,01/10/2022,CONAVI,Usada,,,,
10,Durango,01/10/2022,FONHAPO,Usada,,,,
10,Durango,01/10/2022,FOVISSSTE,Usada,21,14016698.38,34,18341330
10,Durango,01/10/2022,INFONAVIT,Usada,145,74055610.96620481,201,88269968
10,Durango,01/10/2022,ISSFAM,Usada,,,,
10,Durango,01/10/2022,SHF,Usada,,,,
10,Durango,01/11/2022,BANCA,Nueva,22,30397847,25,25210628
10,Durango,01/11/2022,BANJERCITO,Nueva,,,,
10,Durango,01/11/2022,CFE,Nueva,,,,
10,Durango,01/11/2022,CONAVI,Nueva,,,,
10,Durango,01/11/2022,FONHAPO,Nueva,,,,
10,Durango,01/11/2022,FOVISSSTE,Nueva,20,13069655.5,30,18290420
10,Durango,01/11/2022,INFONAVIT,Nueva,257,123567926.4058368,237,100049312
10,Durango,01/11/2022,ISSFAM,Nueva,,,,
10,Durango,01/11/2022,SHF,Nueva,,,,
10,Durango,01/11/2022,BANCA,Usada,52,89910664,63,92572592
10,Durango,01/11/2022,BANJERCITO,Usada,,,,
10,Durango,01/11/2022,CFE,Usada,,,,
10,Durango,01/11/2022,CONAVI,Usada,,,,
10,Durango,01/11/2022,FONHAPO,Usada,,,,
10,Durango,01/11/2022,FOVISSSTE,Usada,21,14045384.56,17,9565678
10,Durango,01/11/2022,INFONAVIT,Usada,226,115754251.2393856,202,96277472
10,Durango,01/11/2022,ISSFAM,Usada,,,,
10,Durango,01/11/2022,SHF,Usada,,,,
10,Durango,01/12/2022,BANCA,Nueva,28,63950749,37,45006528
10,Durango,01/12/2022,BANJERCITO,Nueva,,,,
10,Durango,01/12/2022,CFE,Nueva,,,,
10,Durango,01/12/2022,CONAVI,Nueva,,,,
10,Durango,01/12/2022,FONHAPO,Nueva,,,,
10,Durango,01/12/2022,FOVISSSTE,Nueva,57,43765705.53,26,16684087
10,Durango,01/12/2022,INFONAVIT,Nueva,336,180448016.4574304,343,156847456
10,Durango,01/12/2022,ISSFAM,Nueva,,,,
10,Durango,01/12/2022,SHF,Nueva,,,,
10,Durango,01/12/2022,BANCA,Usada,56,95837463,86,112383200
10,Durango,01/12/2022,BANJERCITO,Usada,,,,
10,Durango,01/12/2022,CFE,Usada,,,,
10,Durango,01/12/2022,CONAVI,Usada,,,,
10,Durango,01/12/2022,FONHAPO,Usada,,,,
10,Durango,01/12/2022,FOVISSSTE,Usada,123,92070703.09999999,9,4051081.5
10,Durango,01/12/2022,INFONAVIT,Usada,278,149282871.109184,243,119548272
10,Durango,01/12/2022,ISSFAM,Usada,,,,
10,Durango,01/12/2022,SHF,Usada,,,,
10,Durango,01/01/2023,BANCA,Nueva,19,28903171,16,22484918
10,Durango,01/01/2023,BANJERCITO,Nueva,,,,
10,Durango,01/01/2023,CFE,Nueva,,,,
10,Durango,01/01/2023,CONAVI,Nueva,,,,
10,Durango,01/01/2023,FONHAPO,Nueva,,,,
10,Durango,01/01/2023,FOVISSSTE,Nueva,3,2364080.37,17,9539414
10,Durango,01/01/2023,INFONAVIT,Nueva,96,56423408.9520224,118,56792496
10,Durango,01/01/2023,ISSFAM,Nueva,,,,
10,Durango,01/01/2023,SHF,Nueva,,,,
10,Durango,01/01/2023,BANCA,Usada,35,65950221,71,79866128
10,Durango,01/01/2023,BANJERCITO,Usada,,,,
10,Durango,01/01/2023,CFE,Usada,,,,
10,Durango,01/01/2023,CONAVI,Usada,,,,
10,Durango,01/01/2023,FONHAPO,Usada,,,,
10,Durango,01/01/2023,FOVISSSTE,Usada,12,7908062.96,18,8811411
10,Durango,01/01/2023,INFONAVIT,Usada,110,65017187.4692928,109,51708764
10,Durango,01/01/2023,ISSFAM,Usada,,,,
10,Durango,01/01/2023,SHF,Usada,,,,
10,Durango,01/02/2023,BANCA,Nueva,18,31536023,17,28839124
10,Durango,01/02/2023,BANJERCITO,Nueva,,,,
10,Durango,01/02/2023,CFE,Nueva,,,,
10,Durango,01/02/2023,CONAVI,Nueva,,,,
10,Durango,01/02/2023,FONHAPO,Nueva,,,,
10,Durango,01/02/2023,FOVISSSTE,Nueva,22,14347728.36,7,1859732.8
10,Durango,01/02/2023,INFONAVIT,Nueva,223,121660734.5777184,211,101733792
10,Durango,01/02/2023,ISSFAM,Nueva,,,,
10,Durango,01/02/2023,SHF,Nueva,,,,
10,Durango,01/02/2023,BANCA,Usada,39,67182743,57,64290108
10,Durango,01/02/2023,BANJERCITO,Usada,,,1,381600
10,Durango,01/02/2023,CFE,Usada,,,,
10,Durango,01/02/2023,CONAVI,Usada,,,,
10,Durango,01/02/2023,FONHAPO,Usada,,,,
10,Durango,01/02/2023,FOVISSSTE,Usada,16,10180390.28,11,4820887
10,Durango,01/02/2023,INFONAVIT,Usada,229,123577009.6378784,188,95015256
10,Durango,01/02/2023,ISSFAM,Usada,,,,
10,Durango,01/02/2023,SHF,Usada,,,,
10,Durango,01/03/2023,BANCA,Nueva,34,57768864,22,26652736
10,Durango,01/03/2023,BANJERCITO,Nueva,,,2,1500000
10,Durango,01/03/2023,CFE,Nueva,,,,
10,Durango,01/03/2023,CONAVI,Nueva,,,,
10,Durango,01/03/2023,FONHAPO,Nueva,,,,
10,Durango,01/03/2023,FOVISSSTE,Nueva,21,17117301.01,9,3406074.3
10,Durango,01/03/2023,INFONAVIT,Nueva,285,158638711.5049184,213,104505704
10,Durango,01/03/2023,ISSFAM,Nueva,,,,
10,Durango,01/03/2023,SHF,Nueva,,,,
10,Durango,01/03/2023,BANCA,Usada,40,69870267,74,98081728
10,Durango,01/03/2023,BANJERCITO,Usada,,,,
10,Durango,01/03/2023,CFE,Usada,,,,
10,Durango,01/03/2023,CONAVI,Usada,,,,
10,Durango,01/03/2023,FONHAPO,Usada,,,,
10,Durango,01/03/2023,FOVISSSTE,Usada,48,32768918.56,43,24754618
